titles,ranks,a_count,a_score,actor1,actor2,actor3,box_office,c_count,c_score,genre,mp_rating,runtime,year,month
Dirty Harry,3,"76,476",90,Clint Eastwood,Andrew Robinson,Harry Guardino,,40,95,"Classics,                        Drama,                        Mystery & Suspense","R (adult situations/language, nudity, violence)",103,1971,Dec
A Clockwork Orange,4,"435,694",93,Malcolm McDowell,Patrick Magee,Adrienne Corri,,49,91,"Classics,                        Drama,                        Mystery & Suspense,                        Science Fiction & Fantasy","R (adult situations/language, nudity, violence)",137,1971,Dec
Willy Wonka and the Chocolate Factory,5,"877,499",86,Gene Wilder,Jack Albertson,Peter Ostrum,"4,000,000",39,91,"Classics,                        Comedy,                        Drama,                        Kids & Family,                        Musical & Performing Arts,                        Science Fiction & Fantasy",G,98,1971,Jun
McCabe & Mrs. Miller,6,"8,587",87,Warren Beatty,Julie Christie,Rene Auberjonois,,40,89,"Classics,                        Drama,                        Western",R,120,1971,Jun
THX 1138,7,"27,971",74,Robert Duvall,Donald Pleasence,Don Pedro Colley,,52,87,"Drama,                        Science Fiction & Fantasy",PG (some sexuality/nudity),88,1971,Mar
Harold and Maude,8,"56,211",93,Bud Cort,Ruth Gordon,Vivian Pickles,,37,86,"Classics,                        Comedy,                        Romance",PG,91,1971,Dec
Diamonds Are Forever,9,"66,500",58,Sean Connery,Jill St. John,Charles Gray,,29,67,"Action & Adventure,                        Classics,                        Mystery & Suspense,                        Science Fiction & Fantasy","PG (adult situations/language, violence)",121,1971,Dec
The Conformist,1,"8,613",91,Jean-Louis Trintignant,Stefania Sandrelli,Enzo Tarascio,,50,100,"Art House & International,                        Drama",R,115,1970,Oct
Le Cercle Rouge,2,"6,806",92,Alain Delon,Bourvil,Yves Montand,,56,95,"Art House & International,                        Drama,                        Mystery & Suspense",R,100,1970,Jan
Patton,3,"43,061",94,George C. Scott,Karl Malden,Michael Bates,,42,95,"Classics,                        Drama","PG (adult situations/language, violence)",170,1970,Apr
M*A*S*H,4,"52,998",83,Donald Sutherland,Elliott Gould,Sally Kellerman,,40,87,"Classics,                        Comedy","PG (adult situations/language, violence)",116,1970,Dec
Five Easy Pieces,5,"13,030",84,Jack Nicholson,Karen Black,Susan Anspach,,40,87,"Classics,                        Drama,                        Musical & Performing Arts",R (adult situations/language),98,1970,Sep
El Topo,6,"14,523",84,Alejandro Jodorowsky,Mara Lorenzio,Brontis Jodorowsky,,32,78,"Art House & International,                        Drama,                        Special Interest",NR,95,1970,Dec
Army of Shadows (L'Armée des ombres),1,"7,039",94,Lino Ventura,Paul Meurisse,Jean-Pierre Cassel,,71,97,"Art House & International,                        Drama",NR,140,1969,Sep
The Wild Bunch,2,"34,049",91,William Holden,Ernest Borgnine,Robert Ryan,,48,96,"Action & Adventure,                        Drama,                        Western","R (adult situations/language, nudity, violence)",145,1969,Jun
Midnight Cowboy,3,"39,721",88,Dustin Hoffman,Jon Voight,John McGiver,,54,90,"Classics,                        Drama",R (N/A),113,1969,May
True Grit,4,"157,420",85,Hailee Steinfeld,Jeff Bridges,Matt Damon,"171,031,347",254,95,"Action & Adventure,                        Drama,                        Western",PG-13 (for some intense sequences of western violence including disturbing images),110,2010,Dec
True Grit,4,"26,009",84,John Wayne,Kim Darby,Glen Campbell,,46,90,"Classics,                        Western",G,128,1969,Jun
Easy Rider,5,"58,465",82,Peter Fonda,Dennis Hopper,Jack Nicholson,,41,89,"Action & Adventure,                        Drama",R,95,1969,Jan
Butch Cassidy and the Sundance Kid,6,"70,795",92,Paul Newman,Robert Redford,Katharine Ross,,41,89,"Action & Adventure,                        Classics,                        Western",PG (N/A),110,1969,Oct
Pierrot le Fou (Pierrot Goes Wild) (Crazy Pete),7,"9,640",87,Jean-Paul Belmondo,Anna Karina,Dirk Sanders,,34,85,"Art House & International,                        Classics,                        Drama,                        Special Interest",NR,110,1969,Jan
On Her Majesty's Secret Service,8,"51,201",64,George Lazenby,Telly Savalas,Diana Rigg,,37,82,"Action & Adventure,                        Mystery & Suspense,                        Romance",PG,144,1969,Dec
Rosemary's Baby,1,"72,973",87,Mia Farrow,John Cassavetes,Ruth Gordon,,68,99,"Classics,                        Horror,                        Mystery & Suspense","R (adult situations/language, violence)",136,1968,Jun
Once Upon a Time in the West,2,"65,238",95,Henry Fonda,Claudia Cardinale,Jason Robards,,56,98,"Action & Adventure,                        Drama,                        Western",PG-13 (for western violence and brief sensuality),165,1968,Dec
2001: A Space Odyssey,3,"297,121",89,Keir Dullea,Gary Lockwood,William Sylvester,"135,620",75,94,"Classics,                        Science Fiction & Fantasy",G (violence),139,1968,Jan
Night of the Living Dead,4,"130,121",87,Judith O'Dea,Russell Streiner,Duane Jones,,52,96,"Classics,                        Cult Movies,                        Horror","R (violence, language, nudity)",90,1968,Oct
Belle de Jour,5,"4,052",85,Catherine Deneuve,Jean Sorel,Michel Piccoli,,48,96,Drama,R,105,1968,Apr
Yellow Submarine,6,"47,575",84,John Clive,Geoffrey Hughes,Peter Batten,,45,96,"Action & Adventure,                        Animation,                        Comedy,                        Cult Movies,                        Kids & Family,                        Musical & Performing Arts,                        Science Fiction & Fantasy",G (nothing objectionable),87,1968,Nov
The Producers,7,"55,967",85,Zero Mostel,Gene Wilder,Kenneth Mars,,59,91,"Classics,                        Comedy",PG,90,1968,Jun
Funny Girl,8,"19,792",85,Barbra Streisand,Omar Sharif,Kay Medford,,40,93,"Classics,                        Comedy,                        Drama,                        Musical & Performing Arts",G,155,1968,Sep
Planet of the Apes,9,"118,704",87,Charlton Heston,Roddy McDowall,Kim Hunter,,46,88,"Classics,                        Science Fiction & Fantasy",G,112,1968,Apr
Barbarella,10,"33,451",56,Jane Fonda,John Phillip Law,David Hemmings,,33,73,"Action & Adventure,                        Science Fiction & Fantasy",PG,98,1968,Oct
The Battle of Algiers (La Battaglia di Algeri),1,"14,336",95,Yacef Saadi,Jean Martin,Brahim Haggiag,"55,908",82,99,"Art House & International,                        Drama",NR,123,1967,Sep
Cool Hand Luke,2,"63,326",95,Paul Newman,George Kennedy,J.D. Cannon,,47,100,"Classics,                        Comedy,                        Drama",PG,126,1967,Jan
In the Heat of the Night,3,"22,978",92,Rod Steiger,Sidney Poitier,Warren Oates,,43,96,"Classics,                        Drama,                        Mystery & Suspense",G,109,1967,Aug
The Graduate,4,"183,218",90,Dustin Hoffman,Anne Bancroft,Katharine Ross,,67,91,"Classics,                        Comedy,                        Drama,                        Romance",PG (N/A),106,1967,Dec
Bonnie and Clyde,5,"56,341",88,Warren Beatty,Faye Dunaway,Michael J. Pollard,,48,89,"Action & Adventure,                        Classics,                        Drama",R (for violence),111,1967,Aug
You Only Live Twice,6,"57,419",69,Sean Connery,Donald Pleasence,Tetsuro Tamba,,32,73,"Action & Adventure,                        Mystery & Suspense","PG (adult situations/language, violence)",125,1967,Jun
"The Good, the Bad and the Ugly",1,"238,668",97,Clint Eastwood,Eli Wallach,Lee Van Cleef,,67,97,Western,R,161,1966,Dec
Who's Afraid of Virginia Woolf?,2,"21,470",91,Elizabeth Taylor,Richard Burton,George Segal,,38,95,"Classics,                        Drama",R,127,1966,Jun
Persona,3,"25,579",94,Bibi Andersson,Liv Ullmann,Margaretha Krook,,42,89,Drama,NR,81,1966,Oct
Blow-Up,4,"28,488",84,David Hemmings,Vanessa Redgrave,Sarah Miles,,38,86,"Drama,                        Mystery & Suspense",NR,111,1966,Dec
Repulsion,1,"18,792",87,Catherine Deneuve,Ian Hendry,John Fraser,,60,100,"Classics,                        Drama,                        Horror,                        Mystery & Suspense",NR,104,1965,Oct
Alphaville,2,"13,032",81,Eddie Constantine,Anna Karina,Akim Tamiroff,,37,90,"Art House & International,                        Drama,                        Mystery & Suspense,                        Science Fiction & Fantasy",NR,100,1965,May
The Sound of Music,3,"605,797",91,Julie Andrews,Christopher Plummer,Eleanor Parker,,48,86,"Classics,                        Drama,                        Kids & Family,                        Musical & Performing Arts",G,174,1965,Mar
Thunderball,4,"62,953",73,Sean Connery,Adolfo Celi,Claudine Auger,,38,86,"Action & Adventure,                        Classics,                        Drama,                        Mystery & Suspense",PG (N/A),125,1965,Dec
A Hard Day's Night,1,"50,157",89,Paul McCartney,John Lennon,Ringo Starr,,104,98,"Classics,                        Comedy,                        Musical & Performing Arts",G,87,1964,Apr
Dr. Strangelove Or How I Learned to Stop Worrying and Love the Bomb,2,"208,588",94,Peter Sellers,George C. Scott,Sterling Hayden,,75,99,"Classics,                        Comedy,                        Science Fiction & Fantasy",PG,95,1964,Jan
Mary Poppins,3,"681,749",86,Julie Andrews,Dick Van Dyke,Glynis Johns,,46,100,"Classics,                        Comedy,                        Kids & Family,                        Musical & Performing Arts,                        Science Fiction & Fantasy",G,139,1964,Aug
The Umbrellas of Cherbourg (Les Parapluies de Cherbourg),4,"9,708",87,Catherine Deneuve,Nino Castelnuovo,Marc Michel,,53,98,"Art House & International,                        Drama,                        Musical & Performing Arts,                        Romance",G,90,1964,Dec
Goldfinger,5,"206,567",89,Sean Connery,Gert Fröbe,Honor Blackman,,56,97,"Action & Adventure,                        Classics,                        Mystery & Suspense",PG,117,1964,Sep
A Fistful of Dollars (Per un Pugno di Dollari),6,"86,335",91,Clint Eastwood,Gian Maria Volonté,Marianne Koch,,43,98,"Action & Adventure,                        Art House & International,                        Classics,                        Western",R,101,1964,Sep
From Russia With Love,7,"93,065",83,Sean Connery,Daniela Bianchi,Robert Shaw,,51,96,"Action & Adventure,                        Classics,                        Mystery & Suspense",PG,125,1964,Apr
Mafioso,8,763,80,Alberto Sordi,Gabriella Conti,Norma Bengell,,49,96,"Art House & International,                        Comedy,                        Drama",NR,105,1964,Jun
Band of Outsiders (Bande à part),9,"12,367",91,Claude Brasseur,Anna Karina,Sami Frey,"37,651",45,96,"Art House & International,                        Drama",NR,97,1964,Mar
My Fair Lady,10,"186,813",90,Rex Harrison,Audrey Hepburn,Stanley Holloway,,44,96,"Comedy,                        Kids & Family,                        Musical & Performing Arts",G,170,1964,Oct
Contempt,11,"10,777",85,Brigitte Bardot,Michel Piccoli,Jack Palance,"39,199",50,94,"Art House & International,                        Comedy,                        Drama",PG,102,1964,Dec
The Leopard,1,"8,427",89,Burt Lancaster,Alain Delon,Claudia Cardinale,,46,100,"Art House & International,                        Classics,                        Drama",PG,205,1963,Jul
8 1/2,2,"44,816",92,Marcello Mastroianni,Claudia Cardinale,Anouk Aimée,,45,98,"Art House & International,                        Comedy,                        Drama,                        Science Fiction & Fantasy",NR,135,1963,Jun
The Birds,3,"176,102",83,Rod Taylor,Tippi Hedren,Suzanne Pleshette,,50,96,"Classics,                        Horror,                        Mystery & Suspense",PG-13,119,1963,Mar
The Great Escape,4,"103,256",95,Steve McQueen,James Garner,Richard Attenborough,,42,93,"Action & Adventure,                        Classics,                        Drama",NR,170,1963,Jul
Jason and the Argonauts,5,"22,632",79,Todd Armstrong,Nancy Kovack,Gary Raymond,,38,93,"Action & Adventure,                        Classics,                        Kids & Family,                        Science Fiction & Fantasy","G (adult situations/language, violence)",104,1963,Jun
Lawrence of Arabia,1,"74,376",93,Peter O'Toole,Alec Guinness,Omar Sharif,,78,98,"Action & Adventure,                        Classics,                        Drama",PG (N/A),111,1962,Dec
The Manchurian Candidate,2,"68,254",63,Denzel Washington,Meryl Streep,Liev Schreiber,"65,700,000",164,80,"Action & Adventure,                        Drama,                        Mystery & Suspense",R (for violence and some language),130,2004,Jul
The Manchurian Candidate,2,"31,147",90,Laurence Harvey,Frank Sinatra,Angela Lansbury,,52,98,"Classics,                        Drama,                        Mystery & Suspense",PG-13 (Previously rated in (62)),127,1962,Oct
Eyes Without a Face,3,"9,296",87,Pierre Brasseur,Edith Scob,Alida Valli,,51,98,"Art House & International,                        Drama,                        Horror,                        Mystery & Suspense",NR,84,1962,Oct
Dr. No,4,"111,053",82,Sean Connery,Ursula Andress,Jack Lord,,50,96,"Action & Adventure,                        Classics,                        Mystery & Suspense",PG,111,1962,Oct
Lolita,5,"45,722",84,James Mason,Sue Lyon,Peter Sellers,,39,95,"Classics,                        Comedy,                        Drama",NR,152,1962,Jun
The Man Who Shot Liberty Valance,6,"23,511",92,John Wayne,James Stewart,Vera Miles,,39,93,"Action & Adventure,                        Classics,                        Western",G,123,1962,May
What Ever Happened to Baby Jane?,7,"33,741",92,Bette Davis,Joan Crawford,Victor Buono,,46,92,"Classics,                        Cult Movies,                        Drama,                        Horror,                        Mystery & Suspense",NR,132,1962,Oct
To Kill A Mockingbird,8,"178,697",92,Gregory Peck,Mary Badham,Philip Alford,,52,91,"Classics,                        Drama",NR,130,1962,Dec
Breathless,1,"38,657",90,Jean-Paul Belmondo,Jean Seberg,Daniel Boulanger,"363,030",59,97,Drama,R (for some bloody violence),90,1961,Feb
101 Dalmatians,2,"708,941",75,Betty Lou Gerson,Cate Bauer,Frederick Worlock,,45,98,"Animation,                        Classics,                        Comedy,                        Kids & Family,                        Mystery & Suspense",G,79,1961,Jan
The Hustler,3,"31,087",93,Paul Newman,Jackie Gleason,Piper Laurie,,41,98,"Drama,                        Romance",NR,134,1961,Sep
West Side Story,4,"168,601",84,Natalie Wood,Richard Beymer,Rita Moreno,,61,94,"Drama,                        Musical & Performing Arts,                        Romance",PG,151,1961,Oct
The Innocents,5,"8,313",86,Deborah Kerr,Michael Redgrave,Peter Wyngarde,,45,96,Horror,NR,100,1961,Dec
L'année dernière à Marienbad (Last Year at Marienbad),6,"7,226",85,Delphine Seyrig,Giorgio Albertazzi,Georgio Albertazzi,,42,95,"Science Fiction & Fantasy,                        Special Interest",NR,93,1961,Jun
